feedline_width_fw_mm,patch_length_pl_mm,patch_width_pw_mm,resonant_frequency_ghz,minimum_s11_db,bandwidth_ghz,z_real,z_imaginary
0.467,2.51,3.11,38.44,-25.466,1.371003,57.781173,0.8295143
0.467,2.51,3.15,38.383,-29.18,1.368,59.970614,0.71863478
0.467,2.51,3.19,38.338,-36.727,1.365,62.419358,0.32415614
0.467,2.51,3.23,38.281,-48.942,1.355999,64.685047,-0.028506914
0.467,2.51,3.27,38.236,-31.405,1.338002,67.727914,-0.57261094
0.467,2.51,3.31,38.194,-28.137,1.322998,69.391311,-0.83810512
0.467,2.52,2.95,38.536,-17.21,1.307999,48.723069,1.3925891
0.467,2.52,2.99,38.479,-18.558,1.338001,50.723794,1.2876121
0.467,2.52,3.03,38.422,-20.171,1.353,52.819224,1.2095804
0.467,2.52,3.07,38.362,-22.049,1.361999,54.887747,1.1050834
0.467,2.52,3.11,38.314,-24.461,1.370998,57.025907,0.85000383
0.467,2.52,3.15,38.254,-27.665,1.371002,59.157056,0.59966241
0.467,2.52,3.19,38.209,-33.427,1.368,61.568055,0.25777163
0.467,2.52,3.23,38.155,-49.488,1.358997,63.81804,0.13582309
0.467,2.52,3.27,38.11,-33.998,1.347,66.8197,-0.32747004
0.467,2.52,3.31,38.068,-29.859,1.332001,68.450414,-0.5549763
0.467,2.53,2.95,38.407,-16.846,1.299,48.117004,1.0753168
0.467,2.53,2.99,38.35,-18.126,1.328999,50.085499,0.99489199
0.467,2.53,3.03,38.293,-19.645,1.349999,52.145532,0.94447084
0.467,2.53,3.07,38.233,-21.386,1.361999,54.174413,0.86690985
0.467,2.53,3.11,38.188,-23.585,1.371003,56.296286,0.82111459
0.467,2.53,3.15,38.128,-26.404,1.374,58.391993,0.60785284
0.467,2.53,3.19,38.083,-31.096,1.370998,60.767255,0.31799416
0.467,2.53,3.23,38.026,-39.997,1.365002,62.954356,0.053125529
0.467,2.53,3.27,37.984,-37.593,1.356003,65.9357,-0.15035666
0.467,2.53,3.31,37.942,-31.959,1.337997,67.530256,-0.3420179
0.467,2.54,2.95,38.281,-16.503,1.292999,47.538824,0.84944955
0.467,2.54,2.99,38.224,-17.723,1.323002,49.476984,0.79454095
0.467,2.54,3.03,38.167,-19.158,1.343998,51.504121,0.77174596
0.467,2.54,3.07,38.107,-20.784,1.359001,53.49844,0.72164935
0.467,2.54,3.11,38.059,-22.804,1.371002,55.572732,0.53808509
0.467,2.54,3.15,38.002,-25.323,1.373997,57.644839,0.52999143
0.467,2.54,3.19,37.957,-29.292,1.374001,59.984586,0.28668543
0.467,2.54,3.23,37.903,-35.63,1.368,62.149925,0.24680743
0.467,2.54,3.27,37.858,-43.652,1.359001,65.070981,-0.073338247
0.467,2.54,3.31,37.816,-34.659,1.347,66.63123,-0.2347995
0.489,2.45,2.95,39.511,-19.508,1.173,51.066983,3.3762915
0.489,2.45,2.99,39.448,-21.402,1.242001,53.160051,2.7654747
0.489,2.45,3.03,39.388,-23.865,1.305,55.381124,2.1934781
0.489,2.45,3.07,39.328,-27.351,1.368,57.712323,1.6233676
0.489,2.45,3.11,39.265,-32.579,1.361999,59.855768,0.82668547
0.489,2.45,3.15,39.214,-49.889,1.353001,62.246866,0.16339877
0.489,2.45,3.19,39.154,-35.483,1.337997,64.599567,-0.77841183
0.489,2.45,3.23,39.106,-27.857,1.317002,67.54796,-1.8263112
0.489,2.45,3.27,39.049,-24.752,1.296002,69.734188,-2.799658
0.489,2.45,3.31,38.977,-21.391,1.250999,73.365474,-4.3010413
0.489,2.46,2.95,39.379,-18.947,1.301998,50.297475,3.282827
0.489,2.46,2.99,39.316,-20.698,1.355999,52.359844,2.7167595
0.489,2.46,3.03,39.256,-22.928,1.368,54.546324,2.1945197
0.489,2.46,3.07,39.196,-25.964,1.370998,56.84023,1.6818188
0.489,2.46,3.11,39.136,-30.156,1.365,59.002125,1.1115668
0.489,2.46,3.15,39.082,-39.262,1.359001,61.307622,0.34468738
0.489,2.46,3.19,39.025,-40.922,1.347,63.686916,-0.3498508
0.489,2.46,3.23,38.977,-29.752,1.329003,66.607282,-1.2942636
0.489,2.46,3.27,38.92,-26.056,1.305,68.769867,-2.192552
0.489,2.46,3.31,38.848,-22.275,1.269001,72.36512,-3.5546368
0.489,2.47,2.95,39.244,-18.433,1.334999,49.517182,2.9727647
0.489,2.47,2.99,39.184,-20.062,1.353001,51.580456,2.6051035
0.489,2.47,3.03,39.127,-22.1,1.365002,53.770543,2.2936838
0.489,2.47,3.07,39.064,-24.793,1.368,55.988456,1.6679632
0.489,2.47,3.11,39.004,-28.301,1.368,58.1139,1.1475919
0.489,2.47,3.15,38.953,-34.707,1.365002,60.434602,0.61762694
0.489,2.47,3.19,38.896,-57.152,1.353,62.780254,-0.0086704
0.489,2.47,3.23,38.848,-32.116,1.338001,65.668731,-0.8559491
0.489,2.47,3.27,38.791,-27.554,1.316997,67.804774,-1.6841478
0.489,2.47,3.31,38.719,-23.237,1.280998,71.359648,-2.9176512
0.489,2.48,2.95,39.115,-17.958,1.322998,48.824645,2.9249097
0.489,2.48,2.99,39.055,-19.483,1.347001,50.855617,2.5973881
0.489,2.48,3.03,38.995,-21.362,1.362,52.975976,2.1679591
0.489,2.48,3.07,38.935,-23.786,1.371003,55.197958,1.7557049
0.489,2.48,3.11,38.875,-26.807,1.370998,57.289158,1.2855347
0.489,2.48,3.15,38.824,-31.792,1.368,59.575648,0.81442083
0.489,2.48,3.19,38.767,-44.237,1.355999,61.884946,0.25231317
0.489,2.48,3.23,38.719,-35.288,1.344002,64.738267,-0.50502775
0.489,2.48,3.27,38.662,-29.323,1.326,66.845291,-1.2682376
0.489,2.48,3.31,38.59,-24.294,1.293003,70.355928,-2.3825376
0.489,2.49,2.95,38.983,-17.518,1.314,48.117192,2.637677
0.489,2.49,2.99,38.923,-18.951,1.338001,50.113195,2.3426182
0.489,2.49,3.03,38.866,-20.694,1.359001,52.227181,2.1139139
0.489,2.49,3.07,38.806,-22.9,1.368,54.415405,1.7476632
0.489,2.49,3.11,38.746,-25.555,1.371002,56.470276,1.3214737
0.489,2.49,3.15,38.695,-29.652,1.368,58.72219,0.90540101
0.489,2.49,3.19,38.638,-37.424,1.361999,60.992466,0.39965177
0.489,2.49,3.23,38.59,-40.222,1.353001,63.807966,-0.27435511
0.489,2.49,3.27,38.536,-31.501,1.334999,65.931265,-0.79550683
0.489,2.49,3.31,38.464,-25.475,1.305,69.398102,-1.7945604
0.489,2.5,2.95,38.851,-17.109,1.304996,47.438893,2.3132939
0.489,2.5,2.99,38.794,-18.461,1.334999,49.424005,2.20576
0.489,2.5,3.03,38.734,-20.089,1.355999,51.476557,1.8517704
0.489,2.5,3.07,38.677,-22.114,1.368,53.655086,1.690245
0.489,2.5,3.11,38.617,-24.485,1.370999,55.675099,1.3039133
0.489,2.5,3.15,38.566,-27.97,1.371002,57.890207,0.93888309
0.489,2.5,3.19,38.509,-33.718,1.365,60.123735,0.48467126
0.489,2.5,3.23,38.461,-52.051,1.359001,62.899327,-0.11211402
0.489,2.5,3.27,38.407,-34.331,1.340999,64.985991,-0.58066815
0.489,2.5,3.31,38.335,-26.807,1.314003,68.400294,-1.4781902
0.489,2.51,2.95,38.722,-16.726,1.296001,46.800919,2.0747205
0.489,2.51,2.99,38.665,-18.007,1.328998,48.751086,1.9957478
0.489,2.51,3.03,38.605,-19.534,1.349999,50.771658,1.6753948
0.489,2.51,3.07,38.548,-21.407,1.361999,52.910846,1.5511016
0.489,2.51,3.11,38.488,-23.55,1.368,54.89644,1.2003595
0.489,2.51,3.15,38.437,-26.587,1.370999,57.074744,0.88046806
0.489,2.51,3.19,38.383,-31.17,1.368,59.300456,0.64993568
0.489,2.51,3.23,38.335,-46.616,1.362004,62.038627,0.12639163
0.489,2.51,3.27,38.281,-38.457,1.347,64.090668,-0.2894783
0.489,2.51,3.31,38.209,-28.349,1.326,67.455253,-1.0908071
0.489,2.52,2.95,38.593,-16.366,1.286999,46.181762,1.7744473
0.489,2.52,2.99,38.536,-17.584,1.316997,48.096895,1.7205201
0.489,2.52,3.03,38.479,-19.023,1.344002,50.103873,1.5901472
0.489,2.52,3.07,38.419,-20.767,1.359001,52.18742,1.3380779
0.489,2.52,3.11,38.362,-22.722,1.368,54.159096,1.1872745
0.489,2.52,3.15,38.311,-25.417,1.370998,56.303713,0.91180449
0.489,2.52,3.19,38.254,-29.236,1.371002,58.462428,0.55095366
0.489,2.52,3.23,38.209,-38.664,1.368001,61.188456,0.27067475
0.489,2.52,3.27,38.155,-46.349,1.355999,63.202908,-0.098702195
0.489,2.52,3.31,38.086,-30.185,1.332001,66.551632,-0.62363091
0.489,2.53,2.95,38.464,-16.029,1.275002,45.587529,1.4420657
0.489,2.53,2.99,38.407,-17.19,1.310997,47.469497,1.4103002
0.489,2.53,3.03,38.35,-18.551,1.337997,49.442669,1.3064469
0.489,2.53,3.07,38.29,-20.183,1.355999,51.49297,1.0845241
0.489,2.53,3.11,38.233,-21.983,1.365,53.426613,0.96121907
0.489,2.53,3.15,38.185,-24.408,1.374001,55.554249,0.89326039
0.489,2.53,3.19,38.128,-27.691,1.371002,57.677672,0.5736396
0.489,2.53,3.23,38.083,-34.66,1.374,60.360773,0.3562445
0.489,2.53,3.27,38.029,-53.378,1.359001,62.338924,0.027625245
0.489,2.53,3.31,37.96,-32.463,1.343998,65.627694,-0.41531946
0.489,2.54,2.95,38.338,-15.709,1.263001,45.019583,1.1974599
0.489,2.54,2.99,38.278,-16.82,1.301998,46.864005,1.0347316
0.489,2.54,3.03,38.224,-18.112,1.331997,48.814708,1.1120987
0.489,2.54,3.07,38.164,-19.647,1.353001,50.833601,0.92092562
0.489,2.54,3.11,38.107,-21.315,1.365,52.731981,0.82405611
0.489,2.54,3.15,38.059,-23.521,1.374,54.822216,0.79155625
0.489,2.54,3.19,38.002,-26.403,1.374,56.910739,0.50969472
0.489,2.54,3.23,37.957,-31.977,1.374001,59.549795,0.34879811
0.489,2.54,3.27,37.903,-40.949,1.365002,61.494205,0.056913245
0.489,2.54,3.31,37.834,-35.469,1.347,64.72485,-0.31192682
0.511,2.45,2.95,39.568,-18.51,1.110001,48.642636,3.8789142
0.511,2.45,2.99,39.505,-20.188,1.181999,50.669797,3.3509288
0.511,2.45,3.03,39.442,-22.302,1.248001,52.773881,2.697703
0.511,2.45,3.07,39.382,-25.153,1.313999,55.018285,2.0901211
0.511,2.45,3.11,39.313,-29.305,1.365002,57.250049,1.3336696
0.511,2.45,3.15,39.262,-36.968,1.359001,59.475548,0.59468158
0.511,2.45,3.19,39.199,-43.941,1.347001,61.822535,-0.2177318
0.511,2.45,3.23,39.151,-31.242,1.328998,64.28087,-1.2299413
0.511,2.45,3.27,39.088,-26.512,1.305001,66.646485,-2.3136513
0.511,2.45,3.31,39.043,-22.996,1.274998,69.62088,-3.5560075
0.511,2.46,2.95,39.433,-18,1.236,47.846621,3.6079534
0.511,2.46,2.99,39.373,-19.561,1.311001,49.876391,3.2734027
0.511,2.46,3.03,39.31,-21.495,1.361999,51.947764,2.6685332
0.511,2.46,3.07,39.25,-24.033,1.368,54.155057,2.1150147
0.511,2.46,3.11,39.184,-27.534,1.368,56.403108,1.5800518
0.511,2.46,3.15,39.133,-33.126,1.361999,58.598372,0.90804202
0.511,2.46,3.19,39.067,-54.95,1.350003,60.854754,-0.004372995
0.511,2.46,3.23,39.022,-34.303,1.338001,63.346326,-0.75908655
0.511,2.46,3.27,38.959,-28.186,1.313999,65.68734,-1.7608189
0.511,2.46,3.31,38.914,-24.093,1.290001,68.638943,-2.8852214
0.511,2.47,2.95,39.301,-17.528,1.317002,47.112412,3.4326656
0.511,2.47,2.99,39.241,-18.989,1.341,49.105025,3.1355389
0.511,2.47,3.03,39.181,-20.774,1.358997,51.181619,2.7324008
0.511,2.47,3.07,39.121,-23.064,1.368,53.355922,2.2311905
0.511,2.47,3.11,39.052,-26.099,1.368,55.522688,1.5869645
0.511,2.47,3.15,39.001,-30.53,1.368,57.681453,0.9740909
0.511,2.47,3.19,38.938,-40.434,1.355999,59.959754,0.2945058
0.511,2.47,3.23,38.893,-38.926,1.344001,62.416971,-0.38059659
0.511,2.47,3.27,38.83,-30.208,1.326,64.730586,-1.3049879
0.511,2.47,3.31,38.785,-25.319,1.301998,67.653382,-2.3189069
0.511,2.48,2.95,39.169,-17.09,1.308002,46.399412,3.2077502
0.511,2.48,2.99,39.109,-18.466,1.332001,48.357994,2.9439819
0.511,2.48,3.03,39.049,-20.124,1.353,50.397948,2.5796725
0.511,2.48,3.07,38.989,-22.213,1.368,52.536248,2.123928
0.511,2.48,3.11,38.923,-24.89,1.370999,54.704737,1.6916793
0.511,2.48,3.15,38.872,-28.575,1.368,56.833108,1.1342177
0.511,2.48,3.19,38.809,-35.298,1.362,59.074015,0.51686389
0.511,2.48,3.23,38.764,-49.06,1.353,61.495902,-0.084410873
0.511,2.48,3.27,38.704,-32.78,1.332001,63.837264,-0.76158307
0.511,2.48,3.31,38.656,-26.712,1.313999,66.672364,-1.8503143
0.511,2.49,2.95,39.04,-16.683,1.296002,45.731303,3.0532625
0.511,2.49,2.99,38.98,-17.982,1.326,47.656063,2.8227958
0.511,2.49,3.03,38.92,-19.531,1.347,49.66185,2.4962792
0.511,2.49,3.07,38.86,-21.453,1.365001,51.7661,2.0857343
0.511,2.49,3.11,38.794,-23.852,1.371002,53.896676,1.6978233
0.511,2.49,3.15,38.743,-27.008,1.370998,55.990997,1.1917349
0.511,2.49,3.19,38.683,-32.148,1.365,58.237101,0.7995578
0.511,2.49,3.23,38.635,-47.686,1.359001,60.579536,0.09645105
0.511,2.49,3.27,38.575,-36.371,1.341,62.882148,-0.51665963
0.511,2.49,3.31,38.53,-28.338,1.322998,65.741471,-1.3304873
0.511,2.5,2.95,38.908,-16.304,1.286999,45.063927,2.7133541
0.511,2.5,2.99,38.848,-17.535,1.317002,46.95321,2.5099207
0.511,2.5,3.03,38.788,-18.989,1.340999,48.923464,2.2147085
0.511,2.5,3.07,38.731,-20.767,1.359002,51.016162,2.0008461
0.511,2.5,3.11,38.665,-22.946,1.365002,53.113002,1.6530023
0.511,2.5,3.15,38.614,-25.711,1.371002,55.173678,1.1941028
0.511,2.5,3.19,38.554,-29.895,1.368,57.378081,0.85123649
0.511,2.5,3.23,38.509,-38.721,1.361999,59.726488,0.38448437
0.511,2.5,3.27,38.449,-42.373,1.349999,61.993642,-0.16595635
0.511,2.5,3.31,38.404,-30.287,1.331997,64.818928,-0.88837155
0.511,2.51,2.95,38.779,-15.949,1.275001,44.437741,2.4564053
0.511,2.51,2.99,38.719,-17.119,1.307998,46.294278,2.2798101
0.511,2.51,3.03,38.662,-18.49,1.334999,48.254055,2.1701554
0.511,2.51,3.07,38.602,-20.145,1.355999,50.285565,1.8374783
0.511,2.51,3.11,38.536,-22.142,1.365001,52.346131,1.5257882
0.511,2.51,3.15,38.488,-24.6,1.370998,54.398614,1.2760117
0.511,2.51,3.19,38.425,-28.136,1.368,56.535307,0.81081071
0.511,2.51,3.23,38.38,-34.479,1.368,58.843917,0.40080547
0.511,2.51,3.27,38.323,-62.893,1.355999,61.108228,0.079756162
0.511,2.51,3.31,38.278,-32.749,1.343998,63.896413,-0.557952
0.511,2.52,2.95,38.65,-15.614,1.262996,43.830039,2.1408892
0.511,2.52,2.99,38.59,-16.729,1.298999,45.654339,1.9877329
0.511,2.52,3.03,38.533,-18.027,1.328998,47.57804,1.9050233
0.511,2.52,3.07,38.476,-19.577,1.349999,49.596043,1.7608231
0.511,2.52,3.11,38.41,-21.419,1.365002,51.621804,1.4856371
0.511,2.52,3.15,38.362,-23.635,1.368,53.637911,1.2771641
0.511,2.52,3.19,38.299,-26.7,1.370998,55.73972,0.85542117
0.511,2.52,3.23,38.254,-31.686,1.371002,58.011573,0.50067639
0.511,2.52,3.27,38.197,-42.884,1.361999,60.232566,0.22952647
0.511,2.52,3.31,38.152,-36.121,1.349999,62.981845,-0.33009743
0.511,2.53,2.95,38.521,-15.299,1.248001,43.247543,1.7950189
0.511,2.53,2.99,38.464,-16.365,1.286999,45.054407,1.8116746
0.511,2.53,3.03,38.404,-17.597,1.319999,46.929608,1.6042563
0.511,2.53,3.07,38.347,-19.056,1.347,48.911468,1.4875659
0.511,2.53,3.11,38.281,-20.767,1.361999,50.901463,1.2408779
0.511,2.53,3.15,38.233,-22.787,1.368,52.878682,1.0668802
0.511,2.53,3.19,38.173,-25.496,1.370999,54.968042,0.84782277
0.511,2.53,3.23,38.128,-29.618,1.371002,57.202104,0.54405115
0.511,2.53,3.27,38.071,-36.905,1.365002,59.381627,0.31804852
0.511,2.53,3.31,38.026,-41.523,1.356002,62.090797,-0.16936305
0.511,2.54,2.95,38.395,-15.001,1.236,42.694913,1.5341454
0.511,2.54,2.99,38.335,-16.022,1.278,44.459053,1.4238116
0.511,2.54,3.03,38.278,-17.196,1.311,46.315582,1.3893324
0.511,2.54,3.07,38.221,-18.574,1.341,48.263888,1.3007167
0.511,2.54,3.11,38.155,-20.172,1.356002,50.220571,1.0826534
0.511,2.54,3.15,38.107,-22.029,1.368,52.1619,0.94203147
0.511,2.54,3.19,38.047,-24.459,1.370998,54.214396,0.7571936
0.511,2.54,3.23,38.005,-27.98,1.374,56.43128,0.6682419
0.511,2.54,3.27,37.945,-33.45,1.370998,58.548797,0.3141305
0.511,2.54,3.31,37.9,-56.565,1.362,61.217475,-0.10771184
0.533,2.45,2.95,39.622,-17.632,1.043999,46.350204,4.2053957
0.533,2.45,2.99,39.559,-19.145,1.122002,48.31765,3.7533243
0.533,2.45,3.03,39.496,-21.002,1.191002,50.358623,3.1895228
0.533,2.45,3.07,39.433,-23.411,1.259998,52.47827,2.4886206
0.533,2.45,3.11,39.37,-26.789,1.323002,54.702105,1.7562981
0.533,2.45,3.15,39.307,-31.96,1.361999,56.880221,1.0367033
0.533,2.45,3.19,39.256,-50.414,1.353001,59.326899,0.18981089
0.533,2.45,3.23,39.193,-35.783,1.334999,61.437757,-0.74655596
0.533,2.45,3.27,39.142,-27.884,1.317001,64.208099,-1.9727209
0.533,2.45,3.31,39.085,-24.618,1.289998,66.376855,-2.949083
0.533,2.46,2.95,39.49,-17.161,1.173,45.604357,4.062685
0.533,2.46,2.99,39.427,-18.576,1.248001,47.536158,3.6502906
0.533,2.46,3.03,39.364,-20.29,1.32,49.541597,3.1315691
0.533,2.46,3.07,39.304,-22.467,1.365002,51.673834,2.636955
0.533,2.46,3.11,39.241,-25.406,1.371002,53.866351,1.9660518
0.533,2.46,3.15,39.178,-29.556,1.364997,56.011734,1.3082723
0.533,2.46,3.19,39.124,-39.032,1.359001,58.367464,0.3778998
0.533,2.46,3.23,39.064,-42.032,1.344002,60.510621,-0.3263761
0.533,2.46,3.27,39.013,-29.941,1.326,63.252404,-1.4464975
0.533,2.46,3.31,38.956,-25.995,1.302002,65.399639,-2.3431186
0.533,2.47,2.95,39.358,-16.725,1.299,44.880187,3.8659748
0.533,2.47,2.99,39.295,-18.055,1.328999,46.776472,3.4889212
0.533,2.47,3.03,39.235,-19.647,1.347,48.785667,3.1628424
0.533,2.47,3.07,39.172,-21.635,1.362004,50.840846,2.5634548
0.533,2.47,3.11,39.112,-24.241,1.370999,53.043941,2.1032451
0.533,2.47,3.15,39.049,-27.714,1.368,55.154166,1.5029686
0.533,2.47,3.19,38.995,-34.346,1.362,57.480698,0.64640211
0.533,2.47,3.23,38.935,-72.595,1.353001,59.590334,0.00575754
0.533,2.47,3.27,38.884,-32.554,1.334999,62.304861,-1.0168008
0.533,2.47,3.31,38.827,-27.594,1.313999,64.421938,-1.837151
0.533,2.48,2.95,39.229,-16.319,1.286999,44.209252,3.765851
0.533,2.48,2.99,39.166,-17.575,1.319999,46.073671,3.4243198
0.533,2.48,3.03,39.103,-19.061,1.343998,48.009655,2.9879775
0.533,2.48,3.07,39.043,-20.894,1.359001,50.071755,2.5848434
0.533,2.48,3.11,38.98,-23.238,1.368,52.197273,2.0190596
0.533,2.48,3.15,38.917,-26.228,1.368,54.267877,1.4671989
0.533,2.48,3.19,38.866,-31.378,1.368,56.608665,0.83871399
0.533,2.48,3.23,38.806,-41.727,1.355999,58.682868,0.25758082
0.533,2.48,3.27,38.758,-36.201,1.343998,61.422787,-0.5040581
0.533,2.48,3.31,38.701,-29.505,1.323002,63.511497,-1.2526062
0.533,2.49,2.95,39.097,-15.94,1.275001,43.523066,3.4458855
0.533,2.49,2.99,39.034,-17.129,1.311001,45.353002,3.1326246
0.533,2.49,3.03,38.974,-18.524,1.335,47.284858,2.8788799
0.533,2.49,3.07,38.914,-20.224,1.353001,49.311461,2.5175667
0.533,2.49,3.11,38.851,-22.355,1.368,51.403063,1.9988767
0.533,2.49,3.15,38.791,-24.984,1.370999,53.477134,1.6533543
0.533,2.49,3.19,38.74,-29.21,1.371002,55.785127,1.0901949
0.533,2.49,3.23,38.68,-35.915,1.361999,57.824902,0.56508287
0.533,2.49,3.27,38.629,-42.463,1.349998,60.477369,-0.27964687
0.533,2.49,3.31,38.572,-31.908,1.332001,62.53119,-0.96533579
0.533,2.5,2.95,38.968,-15.585,1.26,42.888598,3.2348178
0.533,2.5,2.99,38.905,-16.716,1.299,44.687414,2.9503256
0.533,2.5,3.03,38.845,-18.031,1.329003,46.584029,2.7287761
0.533,2.5,3.07,38.785,-19.614,1.349998,48.57252,2.4059516
0.533,2.5,3.11,38.725,-21.571,1.365,50.665312,2.0851286
0.533,2.5,3.15,38.662,-23.92,1.371002,52.667385,1.6259715
0.533,2.5,3.19,38.611,-27.511,1.370998,54.937529,1.1202852
0.533,2.5,3.23,38.551,-32.532,1.365,56.939989,0.64278404
0.533,2.5,3.27,38.503,-68.025,1.359001,59.601748,0.044702099
0.533,2.5,3.31,38.446,-35.147,1.341,61.62343,-0.58079675
0.533,2.51,2.95,38.836,-15.252,1.247998,42.251203,2.8191208
0.533,2.51,2.99,38.776,-16.33,1.286999,44.038323,2.7012021
0.533,2.51,3.03,38.716,-17.574,1.32,45.900144,2.5082907
0.533,2.51,3.07,38.656,-19.058,1.344002,47.853477,2.2194
0.533,2.51,3.11,38.596,-20.868,1.359001,49.909465,1.9356979
0.533,2.51,3.15,38.533,-22.99,1.368,51.874554,1.5150045
0.533,2.51,3.19,38.485,-26.117,1.374001,54.139535,1.2232255
0.533,2.51,3.23,38.425,-30.146,1.370998,56.107318,0.79216287
0.533,2.51,3.27,38.377,-42.116,1.362003,58.729537,0.26881357
0.533,2.51,3.31,38.32,-40.222,1.347,60.718357,-0.3022669
0.533,2.52,2.95,38.707,-14.937,1.230003,41.655037,2.4897705
0.533,2.52,2.99,38.647,-15.967,1.275001,43.408818,2.3932888
0.533,2.52,3.03,38.587,-17.149,1.311001,45.236251,2.2255378
0.533,2.52,3.07,38.527,-18.545,1.338001,47.154558,1.9665634
0.533,2.52,3.11,38.467,-20.23,1.356003,49.174175,1.716733
0.533,2.52,3.15,38.407,-22.166,1.368,51.128801,1.4873571
0.533,2.52,3.19,38.359,-24.938,1.374,53.353876,1.2447865
0.533,2.52,3.23,38.299,-28.308,1.370998,55.28612,0.85520833
0.533,2.52,3.27,38.251,-36.316,1.368,57.86694,0.39965896
0.533,2.52,3.31,38.194,-53.051,1.355999,59.821909,-0.12104076
0.533,2.53,2.95,38.581,-14.641,1.215,41.09706,2.2715038
0.533,2.53,2.99,38.518,-15.626,1.262996,42.802502,2.0548559
0.533,2.53,3.03,38.461,-16.753,1.298999,44.616224,2.0554281
0.533,2.53,3.07,38.401,-18.072,1.331997,46.502227,1.8264631
0.533,2.53,3.11,38.341,-19.649,1.353001,48.488398,1.6111573
0.533,2.53,3.15,38.281,-21.431,1.365,50.406018,1.4140838
0.533,2.53,3.19,38.233,-23.923,1.374001,52.591484,1.2169088
0.533,2.53,3.23,38.173,-26.825,1.370999,54.488967,0.86458148
0.533,2.53,3.27,38.125,-32.936,1.370998,57.029187,0.47123716
0.533,2.53,3.31,38.071,-45.542,1.362004,58.981745,0.1677561
0.533,2.54,2.95,38.452,-14.361,1.196998,40.542845,1.856605
0.533,2.54,2.99,38.392,-15.306,1.248001,42.232199,1.7985616
0.533,2.54,3.03,38.332,-16.381,1.289998,43.998606,1.6756279
0.533,2.54,3.07,38.275,-17.632,1.322998,45.866713,1.6184007
0.533,2.54,3.11,38.215,-19.114,1.347,47.819113,1.4336414
0.533,2.54,3.15,38.155,-20.766,1.359001,49.700641,1.2651379
0.533,2.54,3.19,38.107,-23.032,1.374,51.845986,1.108737
0.533,2.54,3.23,38.047,-25.582,1.373996,53.710048,0.78960567
0.533,2.54,3.27,37.999,-30.549,1.373997,56.208737,0.4537581
0.533,2.54,3.31,37.945,-38.037,1.365002,58.121875,0.18921979
0.556,2.45,2.95,39.682,-16.853,0.978001,44.259228,4.7843103
0.556,2.45,2.99,39.616,-18.236,1.058998,46.135898,4.2699307
0.556,2.45,3.03,39.55,-19.9,1.133999,48.072452,3.6391442
0.556,2.45,3.07,39.487,-21.999,1.202999,50.131481,3.0165655
0.556,2.45,3.11,39.424,-24.826,1.269001,52.271931,2.2616083
0.556,2.45,3.15,39.361,-29.095,1.332001,54.517605,1.4671723
0.556,2.45,3.19,39.301,-36.587,1.359001,56.625723,0.66687699
0.556,2.45,3.23,39.244,-43.007,1.344001,58.956283,-0.33240738
0.556,2.45,3.27,39.184,-31.022,1.326,61.224558,-1.4508617
0.556,2.45,3.31,39.121,-26.147,1.298999,63.630219,-2.5558595
0.556,2.46,2.95,39.55,-16.414,1.104,43.520011,4.6197269
0.556,2.46,2.99,39.484,-17.713,1.185001,45.362387,4.1427702
0.556,2.46,3.03,39.421,-19.258,1.259998,47.308352,3.7010518
0.556,2.46,3.07,39.358,-21.175,1.332001,49.334574,3.1303109
0.556,2.46,3.11,39.295,-23.684,1.368,51.443292,2.4347191
0.556,2.46,3.15,39.232,-27.269,1.368,53.657543,1.7062594
0.556,2.46,3.19,39.172,-32.694,1.362004,55.733712,0.97187174
0.556,2.46,3.23,39.115,-56.829,1.349998,58.037757,0.051194645
0.556,2.46,3.27,39.058,-34.228,1.334999,60.349329,-0.82142375
0.556,2.46,3.31,38.992,-27.862,1.311,62.658457,-1.9986227
0.556,2.47,2.95,39.418,-16.007,1.23,42.802858,4.4033637
0.556,2.47,2.99,39.352,-17.23,1.311001,44.608768,3.9609061
0.556,2.47,3.03,39.289,-18.675,1.338001,46.519847,3.556929
0.556,2.47,3.07,39.226,-20.44,1.355999,48.51002,3.0308222
0.556,2.47,3.11,39.166,-22.697,1.365001,50.62863,2.5378788
0.556,2.47,3.15,39.103,-25.796,1.370999,52.8109,1.8702482
0.556,2.47,3.19,39.043,-30.062,1.365002,54.849159,1.1974663
0.556,2.47,3.23,38.986,-40.221,1.355999,57.128866,0.35014371
0.556,2.47,3.27,38.929,-39.208,1.341,59.405258,-0.44594779
0.556,2.47,3.31,38.866,-29.947,1.322998,61.757164,-1.3743703
0.556,2.48,2.95,39.286,-15.626,1.263001,42.110063,4.1417088
0.556,2.48,2.99,39.22,-16.784,1.299,43.883088,3.7296722
0.556,2.48,3.03,39.157,-18.141,1.328998,45.757665,3.360433
0.556,2.48,3.07,39.097,-19.778,1.350002,47.74972,3.0225348
0.556,2.48,3.11,39.034,-21.833,1.365,49.790732,2.428094
0.556,2.48,3.15,38.974,-24.565,1.370998,51.980756,1.96831
0.556,2.48,3.19,38.914,-28.094,1.368,53.983573,1.3492434
0.556,2.48,3.23,38.857,-34.953,1.361999,56.232773,0.57170554
0.556,2.48,3.27,38.8,-51.315,1.349999,58.47361,-0.15440535
0.556,2.48,3.31,38.737,-32.622,1.332001,60.790893,-1.005459
0.556,2.49,2.95,39.154,-15.27,1.248001,41.435082,3.8084845
